name,date,title,review,rating,entity,review_history
Michelle Machain,2019-12-10T02:17:01Z,GREAT SERVICE,"I got Jonathan and he was very helpful, he answered all my doubts, great person",5,ASOS,1
Anthony Vincent Russo,2019-12-10T01:28:40Z,Elysha was efficient and helped me…,Elysha was efficient and helped me resolve my issue with little friction. Would definitely say it was a positive customer service experience.,5,ASOS,1
Marija Knežević (MK),2019-12-10T01:20:14Z,Great service,"Great sevice, fast and helpful 😊",5,ASOS,1
Bella Nesh,2019-12-10T01:19:22Z,great costumer service,Nigel was very understanding & very helpful & polite,5,ASOS,1
Shane Thornton,2019-12-10T01:08:18Z,Craig was sound but the company rules…,Craig was sound but the company rules are absolutely sh*te. Can't refund any item that wasn't delivered for up to 14 days and you're expected to reorder again rather than just the same order re-sent. Luckily Craig was nice but overall makes Asos look muck,5,ASOS,1
Mariella Kennedy Wallbank,2019-12-10T01:00:43Z,Resolved my issue very quickly and…,Resolved my issue very quickly and professionally. Thanks Ryan!,5,ASOS,1
Gilane Ismail,2019-12-10T00:55:48Z,Elysha was helpful and got back to me…,Elysha was helpful and got back to me in a proper time,5,ASOS,1
Amy Viator,2019-12-10T00:41:06Z,Great customer service!,Great customer service!,5,ASOS,1
Shaikha,2019-12-10T00:18:57Z,Was very helpful,Was very helpful,5,ASOS,1
Riquelle Louise Beattie,2019-12-10T00:14:39Z,Very friendly and very helpful took…,Very friendly and very helpful took time to look into my issue & resolved as far as what was possible :),5,ASOS,1
Emil Taylor,2019-12-10T00:11:36Z,Hanan was very helpful.,Hanan was very helpful.,5,ASOS,1
Gary Hollinghurst,2019-12-09T23:03:57Z,Quick and Easy,Quick and Easy. Spoke with an agent called Yusuf and he dealt with my issue very promptly,5,ASOS,1
ieva,2019-12-01T13:34:54Z,Always ordering on asos,Always ordering on asos. Quality is great and if i need help they always help :) Needed vat invoice and Mihaela arranged it very fast.,5,ASOS,1
Rewanta Subba,2019-12-01T13:26:53Z,Quick replies.,Quick replies.,5,ASOS,1
Rommel S. Balajadia,2019-12-01T13:24:38Z,Very helpful and accomodating staff,"Very helpful and accomodating staff
Always with a reply to my every query
Thank you!!",5,ASOS,1
Ollie,2019-12-01T12:49:42Z,Mihaela was super helpful and responded…,Mihaela was super helpful and responded almost instantly. The issued was passed onto a specialist team but Mihaela gave me a temporary solution whilst I waited. Fantastic customer service!,5,ASOS,1
Shelley Jones,2019-12-01T12:46:37Z,Amazing repair offer and customer service,"I bought a lovely coat from Asos but unfortunately some of the stitching came undone in the armpit. I didn't want to return it for a brand new one as wasn't sure if my size was still in stock but Asos offered to refund the cost of repair and now my coat is good as new. This is a really excellent policy for the environment, our wardrobes and our tailoring industries. Good on you asos! And great customer service.",5,ASOS,1
Libbie,2019-12-01T11:35:41Z,Thanks Stuart,"Well I mean, ASOS itself is obviously great, massive selection yada yada yada, but this review is mainly for the customer service I just received. Although I was on hold on live chat for about 40 minutes before getting through to Stuart, it was black Friday weekend, and ASOS had reduced literally everything on their website, so I wasn't surprised. I thought multiple days worth of my orders had been cancelled as I'd had ominous emails sent my way, but Stuart reassured me that thankfully my ridiculous spending spree was still going to eat away at my credit card allowance. Thanks Stuart! Now, back to ASOS....",5,ASOS,1
Elisa Mia,2019-12-01T10:12:13Z,Amazing service,I have had multiple orders from asos now and the first time I have a problem (which was with the delivery the fact it was missing so not asos) I did an online chat and they have sent out a replacement straight away which I am relieved about.,5,ASOS,1
Shelly,2019-12-01T09:52:34Z,Paige was so nice!!!,Paige was so nice!!!,5,ASOS,1
sam,2019-12-04T05:41:29Z,Brilliant service and very kind !,Brilliant service and very kind !,5,ASOS,1
Alex,2019-12-04T05:40:25Z,Oliver was very helpful with my order…,Oliver was very helpful with my order issue.  He sent out a replacement jacket and was very accommodating.  Thank U Oliver.,5,ASOS,1
Brandon,2019-12-04T05:33:29Z,Customer Service A+,"There was a problem with my order leaving the warehouse, however, customer service promptly solved the problem and reissued my order.",5,ASOS,1
Jill,2019-12-04T05:22:29Z,Nice guy.,Nice guy.  Helpful.,5,ASOS,1
Christyan Garetson,2019-12-04T05:19:58Z,You are just perfect,You are just perfect. You solved my problem like I was in the store to speak with you directly. Thanks so much and God bless,5,ASOS,1
Irina Popovich,2019-12-04T04:49:54Z,Thank you Mabz,Thank you Mabz,5,ASOS,1
Kaitlyn Feeney,2019-12-04T04:35:41Z,Oliver was a delight to work with and…,Oliver was a delight to work with and so easy and friendly. Very good at his job!!!,5,ASOS,1
Yerin Kim,2019-12-04T04:08:20Z,I got lot of help,I got lot of help,5,ASOS,1
April Tan Lirpa Ö,2019-12-04T03:12:23Z,James has been excellent with his…,James has been excellent with his service. He provided clear and helpful information.,5,ASOS,1
Daniel ,2019-12-04T03:08:43Z,Sarah was prompt,"Sarah was prompt, polite and was very quick at resolving my query. Great asset to the business!",5,ASOS,1
Hassina,2019-12-04T02:49:49Z,Great customer service,"I was very distressed and upset that my package had been stolen, Suzanne helped me by leading me through questions to check if my package was really stolen and put in for a replacement of my package. I am so satisfied with her customer service, and I am so grateful for ASOS for being so understanding.",5,ASOS,1
Shauna Peterson,2019-12-04T02:43:39Z,My chat helper was great,My chat helper was great.  No issues at all.,5,ASOS,1
Ale Corona,2019-12-04T02:34:14Z,GREAT Customer Service,Selina was great help! 1st time customer and I am pleased with the customer service. Although the shoes did not fit. LOL,5,ASOS,1
SYSO TEES,2019-12-08T21:34:27Z,Fast and knowledgeable!,Fast and knowledgeable!,5,ASOS,1
Victoria Gaina,2019-12-08T20:56:26Z,Very operatives and with care for…,Very operatives and with care for customers!,5,ASOS,1
Dylan Oconnor,2019-12-08T20:48:42Z,No issues,No issues. understood my question well and helped me out nice and efficiently.,5,ASOS,1
humairaa,2019-12-08T20:32:07Z,very good,very good service,5,ASOS,1
Sharon Buckingham,2019-12-04T02:25:52Z,Prompt and helpful service when…,Prompt and helpful service when locating an order that hadn’t arrived.,5,ASOS,1
Beth,2019-12-08T20:22:40Z,ASOS customer service is second to…,"ASOS customer service is second to none. Online chat with Deanna was so helpful, as are all of the other employees! I cannot fault ASOS for customer service",5,ASOS,1
.,2019-12-08T19:41:43Z,Always very helpful!,Always very helpful!,5,ASOS,1
Sunvir Mangat,2019-12-08T19:21:05Z,very helpful,very helpful,5,ASOS,1
Marta Vatsfeld,2019-12-08T19:05:09Z,Stephanie helped me with my faulty item…,"Stephanie helped me with my faulty item very quickly, I am very pleased because I imagined this to be a more tedious process. Thank you for the help.",5,ASOS,1
Ms Sally Buchan,2019-12-02T15:27:50Z,Great customer service and help from…,Great customer service and help from Channa today! Polite and helpful! Stands out due to other recent customer help centres for big brands being terrible. Well done ASOS and well done Channa!,5,ASOS,1
Marsha,2019-12-02T15:19:19Z,Had a faulty item in my order,Had a faulty item in my order. Contacted ASOS through the live chat system and Priyanka was very helpful in resolving my issue. Thanks for making this a smooth and pleasant shopping experience (:,5,ASOS,1
Ross Butcher,2019-12-02T15:18:44Z,Quick and helpful,"Quick and helpful, with a lovely charm.",5,ASOS,1
syamil satria,2019-12-02T15:17:37Z,Fast response,"Fast response, and cleared the problem nicely",5,ASOS,1
Alexandra Hrenova,2019-12-02T15:09:26Z,Very helpful,The customer support representative was very kind and helpful. He answered all the questions and provided the necessary information.,5,ASOS,1
Anamarija Hajsok,2019-12-02T15:06:38Z,Good experience,"Good experience, and stuff are always on help!",5,ASOS,1
Ruby Mutimer,2019-12-02T14:55:43Z,Mia was informative,"Mia was informative, quick and very nice!

5*",5,ASOS,1
Kate Thompson,2019-12-02T14:55:07Z,Great online chat support,Great support through the online chat regarding a faulty item!,5,ASOS,1
Sara Alves,2019-12-02T14:54:21Z,Gurzala was quick to action on my…,Gurzala was quick to action on my problem and also provide an alternative solution.,5,ASOS,1
Shay ,2019-12-02T14:48:58Z,Christopher was a GREAT HELP !,Christopher was a GREAT HELP !,5,ASOS,1
Keano,2019-12-08T18:58:05Z,Fab customer service,Fab customer service. Had an online chat with Lauren about a missing item and she dealt with it swiftly and professionally.,5,ASOS,1
Saz Ahmed,2019-12-08T18:45:22Z,Missing item,An eyeliner was missing from my order and I was able to request a replacement within a few minutes. The live chat was very helpful and super quick!,5,ASOS,1
Abbie Lane,2019-12-08T18:25:48Z,Yusaf was very helpful and attentive.,Yusaf was very helpful and attentive.,5,ASOS,1
Nell,2019-12-08T18:14:32Z,Though online customer service chats…,Though online customer service chats can be frustrating Yusef was able to take the time to help me out and get my problem sorted!,5,ASOS,1
Aafia Mumtaz,2019-12-02T14:40:39Z,Customer care,Very polite and helpful. No complaints at all.,5,ASOS,1
Stas Pavlov,2019-12-02T14:36:18Z,good customer support experience. issue has not been resolved,"Elliot did not resolve my issue but that's not his fault same as it's not 
 in his control.

Waiting time was not too long.

Relevant info has been provided.

Please do improvements in the delivery service – in my case, I am unable to change the delivery address of my order. Would be a handy feature though.",5,ASOS,1
Khiana,2019-12-02T14:30:33Z,I was talking to Elliot,"I was talking to Elliot, he was very nice and helped me with my problem!",5,ASOS,1
Carla Watkins,2019-12-11T01:28:02Z,"Missing Item, but refunded",I had an issue with my order in which I didn't receive an item.  I contacted customer service and it was hassle free to get a refund.  Customer service was AWESOME.  Thanks Charlie!,5,ASOS,1
Goke,2019-12-11T00:49:53Z,Feedback for Laura - 24472886.,Laura was very helpful and help me get another order on the way,5,ASOS,1
Joseph Hanna,2019-12-11T00:44:03Z,This chat was good and David really…,This chat was good and David really helped me,5,ASOS,1
Day,2019-12-11T00:11:19Z,Roheel was very quick handling my…,Roheel was very quick handling my issue! Much appreciated! As always ASOS amazing with customer service.,5,ASOS,1
Maria Panayiotou,2019-12-10T23:43:52Z,Great expirence,"Great expirence, it was very helpful!",5,ASOS,1
Jason Royston Lobo,2019-12-10T23:33:33Z,Quick and detailed responses.,Quick and detailed responses.,5,ASOS,1
Karl Jackson,2019-12-10T23:19:40Z,Had an issue with a missing item,Had an issue with a missing item - was put through to a member of the chat team (Elysha) who sorted it out within 5 minutes :) A+,5,ASOS,1
J Lewis,2019-12-10T23:19:01Z,quick delivery,"quick delivery, the customer service advisor Samrat was able to resolve my problem, they were clear and very prompt when typing back.",5,ASOS,1
Jamie Thomas,2019-12-10T22:47:08Z,Very straight forward and helpful,Very straight forward and helpful,5,ASOS,1
Stephanie Renteria,2019-12-10T22:09:03Z,They helped me with my refund and it…,They helped me with my refund and it was a great experience.,5,ASOS,1
Pia-Lotta Toom,2019-11-29T20:15:06Z,Robyn was really helpful and great!,Robyn was really helpful and great!,5,ASOS,1
Areej,2019-11-29T20:05:16Z,Im sooooooo feel comfortable with…,Im sooooooo feel comfortable with chatting with asos team .. specially thanks to brother Mohammed ..,5,ASOS,1
Sama Alsaady,2019-11-29T19:55:22Z,very helpful!!,very helpful!!,5,ASOS,1
Mariam Hafiz,2019-11-29T19:53:58Z,Lovely customer service,Lovely customer service,5,ASOS,1
Aisha Khan,2019-11-29T19:39:25Z,Give Raouf a raise,"Give Raouf a raise


They are really helpful, or at least try to be even if they don't have the answer",5,ASOS,1
Sarah Ferguson,2019-11-29T19:30:25Z,Very friendly and helpful,Very friendly and helpful,5,ASOS,1
Maslinia Hassan,2019-11-29T19:27:01Z,I was in queue for a while otherwise I…,I was in queue for a while otherwise I got the answer to my question right away.,5,ASOS,1
Sasha Wylie,2019-11-29T18:59:41Z,Really helpful advice about my package…,Really helpful advice about my package and quick response! Thanks xx,5,ASOS,1
Lily,2019-11-29T18:32:57Z,nice experience,Megan is so friendly and nice. It was a nice experience.,5,ASOS,1
R J,2019-12-12T12:39:23Z,I had an issue with a return,"I had an issue with a return, spoke to someone using ASOSlivechat and my problem was resolved super quickly.

Excellent service",5,ASOS,1
Skevi,2019-12-12T12:27:31Z,Amy was really helpful!,Amy was really helpful!,5,ASOS,1
George Marshall,2019-12-12T12:17:57Z,live chat service much better than…,live chat service much better than facebook messenger. Sorted my issue in minutes compared to a week waiting for a reply,5,ASOS,1
Dale Hume,2019-12-06T19:34:33Z,Was very quick and really helpfull,Was very quick and really helpfull,5,ASOS,1
Melanie Rebolledo,2019-12-06T19:13:47Z,very helpful,very helpful,5,ASOS,1
Michael Burnette,2019-12-06T19:12:51Z,SAFINA was an amazing at customer…,SAFINA was an amazing at customer service and happily resolved my problem. She is a wonderful employee!,5,ASOS,1
Jonathan Ulyatt,2019-12-06T19:09:27Z,Sara was really helpful,"Sara was really helpful, got the job done and overcame a few unique problems with my order to help me rectify a refund.

Overall happy customer!",5,ASOS,1
Raudha,2019-12-06T18:28:27Z,Declaring bankruptcy,I have a purchase every month I think that says it all !!!! Asos team :),5,ASOS,1
Anna Branets,2019-12-06T18:27:51Z,Very good service,Very satisfied with the work of CS,5,ASOS,1
Jonathon Carpenter,2019-12-06T18:24:06Z,"Good Customer Service, Absolutely Rubbish Delivery","Chatting with ASOS has been really good. They were able to resolve my issues fairly quickly. However, Hermes is a terrible delivery service - order was 10 days late and even though i had an email this afternoon confirming that delivery had been made, no delivery actually arrived.",5,ASOS,1
Roma Z,2019-12-12T11:33:32Z,Very Helpful!,Very Helpful!,5,ASOS,1
Dee,2019-12-06T18:13:38Z,Great customer service,Great customer service,5,ASOS,1
Maria Phylaktou,2019-12-06T18:08:44Z,excellent and fast service,excellent and fast service! responds quickly and makes you feel confident about what he says! trying for 2 days to get in touch with someone and is the one who responded and helped me out a lot! thanks!,5,ASOS,1
Lucy,2019-12-12T11:08:37Z,ASOS Donique,ASOS Donique. Awesome ! Solved my problem !,5,ASOS,1
Abbey Mcmanus,2019-12-12T11:04:37Z,Very Helpful,"Very Helpful 

My parcel was delivered and left outside house by Hermes. It wasn't there when I arrived home. Quickly sorted it out for me and offered a replacement or refund.",5,ASOS,1
Amy Plewnik,2019-12-06T17:24:27Z,Dani was great on the chat to help me…,"Dani was great on the chat to help me out, even when I was annoyed to begin with.",5,ASOS,1
Lisa,2019-12-05T13:26:10Z,Excellent customer service,"Excellent customer service, thank you Kris!",5,ASOS,1
Laura Verk,2019-12-05T13:05:50Z,I am very pleased with the delivery and…,I am very pleased with the delivery and the cusromer service!,5,ASOS,1
emily yao,2019-12-05T13:03:26Z,Mateusz is nice person which help me a…,"Mateusz is nice person which help me a lot and load off my mind. Unlike another CS staff Anesha, didn't provide any help to my issue and close the chat room without asking, extreme rude.",5,ASOS,1
Andrei Mileka,2019-12-05T12:56:36Z,Ty very much,Ty. Very fast,5,ASOS,1
Kate,2019-12-05T12:52:39Z,Answered my questions quickly and…,Answered my questions quickly and helped straight away.,5,ASOS,1
Kriszta,2019-12-05T12:45:00Z,AAA+,"suberb custmer service, fast and very heplful!",5,ASOS,1
Lisa Wark,2019-12-06T17:17:15Z,Great service,I enquired about a refund for a parcel and Georgia was nothing but helpful in providing all the information i needed and in a very prompt manner,5,ASOS,1
Rosie Murrell,2019-12-05T11:52:39Z,This interaction was really quick and easy,"This interaction was really fast. Mihalea had access to all the information needed to help me. I was able to easily send a photo, which I think helped the process. 
Really quick and easy",5,ASOS,1
Bashar Srouge,2019-12-05T11:52:35Z,asos,"I contacted Asus during the stressful period of the holidays, they replied to me in no time, answered all my questions and advocated to improve the service to greener and higher quality environment.",5,ASOS,1
Alba la Calva,2019-12-09T22:52:53Z,The support was excellent,The support was excellent,5,ASOS,1
David,2019-12-09T22:40:36Z,Great customer service,Helpful and kind,5,ASOS,1
Nigar,2019-12-09T22:30:30Z,thank you,thank you. excellent,5,ASOS,1
Bilal Ibn Asif,2019-12-09T22:15:41Z,Mohammed what a great help,Mohammed what a great help. Dealt with my order with no problems,5,ASOS,1
Dipti Moorjani,2019-12-09T22:09:50Z,Helpful and Excellent,Helpful and Excellent,5,ASOS,1
alex,2019-12-09T21:34:19Z,Great support,Great support,5,ASOS,1
Ashley Saint Louis,2019-12-09T21:32:35Z,Johnny was great,Johnny was great . He told exactly what I needed to do to fix the problem. And answered all my concerns.,5,ASOS,1
Nora Demenus,2019-12-09T21:18:08Z,Craig was helpful!,Craig was helpful!,5,ASOS,1
Γιάννης Μπέλτσιος,2019-12-09T21:11:17Z,No1 e store for clothing,"Asos is the No1 site for clothing! 
Asos has the best customer service!
Delivery time always is accurate!!!",5,ASOS,1
mark james,2019-12-01T08:11:25Z,Currently in the process of getting an…,"Currently in the process of getting an order fixed, and Chelsea was super helpful when I contacted customer care. Thank you!",5,ASOS,1
Moshe Siani,2019-12-01T06:39:53Z,Was very kind and helpful,Was very kind and helpful,5,ASOS,1
Maha Farhat,2019-12-01T06:33:29Z,prompt answers!,"prompt answers!
Thank you",5,ASOS,1
Pizzalyssa Sagastume,2019-12-09T20:59:35Z,First GREAT customer service via chat,"Emma, was straight forward, honest, and helpful. 
I've never had a great experience via chat so this is a first. Thank you!",5,ASOS,1
Lindsey T.,2019-12-09T20:58:43Z,Ryan was very helpful and efficient,Ryan was very helpful and efficient. He solved my problem and exceeded my expectations.,5,ASOS,1
Sandy Mosca,2019-12-01T06:31:42Z,Refund,I had one fellow Marco help me what a nightmare otherwise I'm stressed because of this,5,ASOS,1
Shir Marlal,2019-12-01T06:23:39Z,I talked to Jamal who was very nice and…,I talked to Jamal who was very nice and very attentive to my questions. thank you for the fasts replies,5,ASOS,1
Ariel Uz,2019-12-01T06:16:11Z,aaron was kind and helpful,aaron was kind and helpful,5,ASOS,1
Laiq Ali Hasan,2019-12-01T05:53:27Z,Laura,"Laura, 2414700. Excellent support",5,ASOS,1
최승현,2019-12-01T05:48:54Z,He was very kind and well guided,He was very kind and well guided. I'd like to have another consultation next time.,5,ASOS,1
예원,2019-12-01T05:13:05Z,I was worried because I thought the…,"I was worried because I thought the product was canceled, but Laura gave me a quick reply so I was less worried. Thank you.
Laura and chat number is 24140581",5,ASOS,1
Gurpreet Kaur,2019-12-01T04:49:54Z,Amy was efficient and helpful.,Amy was efficient and helpful.,5,ASOS,1
Heather,2019-12-01T04:46:40Z,Helped me clear up some confusion,"Helped me clear up some confusion! Great, quick and easy!",5,ASOS,1
Tina,2019-12-01T04:43:12Z,Great service,"Great service, Thank you Jasmine",5,ASOS,1
Asos Customer,2019-12-01T04:22:39Z,Very responsive and informative.,Very responsive and informative.,5,ASOS,1
Nick Krechin,2019-12-01T04:15:41Z,Great service overall,Great service overall,5,ASOS,1
Adrian Bejan,2019-12-09T20:57:53Z,Paul was great to work with,"Paul was great to work with, left the live feed conversation with what I needed.",5,ASOS,1
Izael Euan,2019-12-09T20:42:38Z,She was quick and helpful.,She was quick and helpful.,5,ASOS,1
Janae Bellman,2019-12-09T20:30:35Z,Very helpful,Very helpful! :),5,ASOS,1
Holly,2019-12-09T20:23:13Z,Extremely helpful and timely response,Very helpful and fast customer service,5,ASOS,1
Dushan ZavZayd,2019-12-04T01:52:20Z,Very understanding and was able to…,Very understanding and was able to provide a couple of solutions to rectify the issue.,5,ASOS,1
Meagan,2019-12-04T01:48:22Z,Suzanne was kind and helpful,Suzanne was kind and helpful,5,ASOS,1
Karnesha Slaughter,2019-12-04T01:42:27Z,They do a great job of customer service,They do a great job of refunding you if overnight shipping doesn’t come in time or if there are shipping issues,5,ASOS,1
Molly ,2019-12-04T01:28:27Z,super quick,"Been trying to contact through the social media channels forever as I had been sent a wrong item. Ended up coming to the live chat and got through instantly (probably because it was nearly 1:30am 🤣) however, was spoken to by a lowvely gentleman named Ben thay got straight to the point and passed the issue on to relevant channels! Very speedy and quick but also saved me waiting forever for a response through Twitter DM.",5,ASOS,1
Michael Gallardo,2019-12-04T01:23:03Z,Oliver was extremely helpful in getting…,Oliver was extremely helpful in getting my replacement orders process since UPS delivered my orders to the wrong address.,5,ASOS,1
Natasha Lee Dwyer-Harley,2019-12-04T01:20:12Z,Asos as a company are fantastic,Asos as a company are fantastic. Asos  orders that get delivered via Dpd are fantastic.  Asos orders that get despatched into the care of Hermes are s.h.i.t.  Hermes are pointless. Hermes drivers ( to my address ) are blatant liars. They either say they've tried to deliver then return my order back to Asos having not bothered trying to deliver. The absolute classic one.. parcel delivered to my porch.. I LIVE IN A BLOCK OF FLATS!! Priceless!,5,ASOS,1
Haochen Zhou,2019-12-04T01:13:16Z,Thank for your help,Thank for your help. Hope to solve the problem quickly.,5,ASOS,1
Sacha Thomas,2019-12-04T01:02:17Z,Hannah was so helpful!,Hannah was so helpful. I didn't have to wait too long and she was polite!,5,ASOS,1
maggie,2019-12-04T00:59:23Z,Narina was great!,Narina was great!,5,ASOS,1
sharon,2019-12-04T00:47:57Z,Jamal was very helpful and insightful…,Jamal was very helpful and insightful and he responded quickly.,5,ASOS,1
Nataliia Shulga,2019-12-04T00:41:58Z,Very nice customer service,Very nice customer service! Highly recommend,5,ASOS,1
Kaela,2019-12-04T00:33:50Z,Great customer service,Harry was super helpful! He made the process quick and easy. Thank you for your help.,5,ASOS,1
Luke Hardwidge,2019-12-04T00:31:38Z,So helpful and really easy,So helpful and really easy! Resolved my issue in minutes! :),5,ASOS,1
Jack Standal,2019-12-04T00:27:02Z,Zahid,"Zahid, the person who helped me was quick, and very helpful!",5,ASOS,1
Brian,2019-12-04T00:19:10Z,Delivery issue was sorted out quickly…,Delivery issue was sorted out quickly by Shohaib. Thanks for the help!,5,ASOS,1
Alexandra Loza,2019-12-04T00:08:23Z,Quickly resolved my issue,Quickly resolved my issue. Thanks!,5,ASOS,1
catiria Tamayo,2019-12-03T23:50:58Z,great,great. Problem was solved,5,ASOS,1
Obed Nimoh,2019-12-03T23:30:18Z,"Jack, Great Customer Service",Jack was helpful during our chat today.. He made sure I got what I needed.. Great Customer service.. Thank You Jack!!,5,ASOS,1
Rachel McCullough,2019-12-08T17:17:49Z,Such helpful customer service,I have bought off asos many times and find them such a great company. So easy to order and extremely easy returns process when required. I was due to receive a parcel which the delivery company stated was delivered and signed for however I never received this parcel. I contacted asos via live chat and they were so helpful. So happy and it is a weight off my mind for the company to make it such an easy process.,5,ASOS,1
lynne clarke,2019-12-08T16:13:45Z,Selina,Selina was very helpful today sorting out my delivery issue.,5,ASOS,1
Shay Bracha,2019-12-08T16:13:19Z,Emily was very kindly,Emily was very kindly,5,ASOS,1
Holly Ormerod,2019-12-08T16:07:53Z,Hannah was clear and quick in helping…,Hannah was clear and quick in helping me with my problem. They were friendly and polite. Thank you!,5,ASOS,1
Elaine,2019-12-08T16:02:24Z,Great helpful polite service on chat…,Great helpful polite service on chat from Thomas.,5,ASOS,1
Jack,2019-12-08T15:20:37Z,Customer service was great,"Customer service was great, had a guy named Taylor which helped me with my order. Without much delay he got it sorted for me straight away and was really understanding.",5,ASOS,1
Aimz N,2019-12-08T15:15:44Z,Very helpful and resolved my problem.,Very helpful and resolved my problem.,5,ASOS,1
Alicia J B,2019-12-08T15:12:34Z,The advisor I spoken to was very prompt…,The advisor I spoken to was very prompt and professional. Resolved my issue remaining polite throughout. Thank you very much.,5,ASOS,1
Sarah Appel,2019-12-08T14:56:16Z,always a happy customer with asos.,always a happy customer with asos.,5,ASOS,1
Hadeel Abahussain,2019-12-08T14:55:05Z,Amara was so helpful to gave me an easy…,"Amara was so helpful to gave me an easy ways to deal with one of my missing item I didn't receive it
Also was kindly show me an easy way to go and use the Saudi site for find my true shoe size. 
Thank you Amara.",5,ASOS,1
Youwei Lian,2019-11-29T17:57:38Z,Really Helpful in dealing with my issue,Really Helpful in dealing with my issue,5,ASOS,1
Pnina Siman-tov,2019-11-29T17:52:42Z,mohammed is the bast!,mohammed is the bast!,5,ASOS,1
Ian Lowry,2019-11-29T17:42:01Z,Fantastic range and selection of…,"Fantastic range and selection of brands. Prices are generally more competitive than anywhere else, hence I rarely shop anywhere else, including the high-street. Delivery is always prompt, even with selecting the free delivery option to Ireland, I usually receive orders ahead of expected date. On the very rare occasion that I have had any issue over the years shopping with ASOS, the customer care team have dealt with it swiftly and in a kind manner.",5,ASOS,1
Greta,2019-11-29T17:00:26Z,GREAT ! I recommend !!!!!,"I used the chat for many times and I need to say that the help is just GREAT !!!
They really understand your issue and try to find the best solution! I would recommend to everybody and for sure would buy again!!",5,ASOS,1
Jefferson Chen,2019-11-29T16:27:46Z,Arron is very nice ><,Arron is very nice ><,5,ASOS,1
Nana-Yaw Mensah,2019-11-29T16:22:15Z,Good customer care helper but appalling company delivery service by Hermes,The person who helped me with my problems was fast and efficient however ASOS have been utterly rubbish with their deliveries through Hermes!,5,ASOS,1
Oli Cox,2019-11-29T15:51:21Z,Lovely service,"Lovely service, very efficient.",5,ASOS,1
Josipa Radovčić,2019-11-29T15:38:57Z,Very good service,Paige is the best. She helped me a lot :),5,ASOS,1
Nikki Gaffey,2019-11-29T15:32:03Z,Dealt with swiftly and thoroughly,Dealt with swiftly and thoroughly,5,ASOS,1
Scott,2019-11-29T15:31:39Z,Paul went above and beyond to verify…,"Paul went above and beyond to verify two suit pieces, whether they match or belong in the same collection. He saved me a ton of time and money.",5,ASOS,1
NEHREEN BANDALI,2019-12-10T21:50:57Z,Excellent customer service,Excellent customer service. Shipments are in very good condition,5,ASOS,1
doug,2019-12-10T21:27:10Z,Unlike fedex and the post office the…,Unlike fedex and the post office the service at asos was excellent. i got to live chat instantly without hassle and the person named daniel who helped me was very helpful.,5,ASOS,1
Bec,2019-12-10T21:15:29Z,5 STARS for LISA,"Lisa was very understanding and considerate of the issue at hand.  She also was extremely helpful in sorting out my refund while apologising for the duration of time it had taken.  Overall, I am most impressed with her customer service and promptness in helping me.  It would have been confusing for her as I had already spoken to another staff member (twice) on chat previously about this (which I gave her the ref # for) but she quickly understood what was going on and resolved it for me.  I am really happy with the chat customer service option, makes it so much easier than calling or emailing and waiting for a response.  Keep up the great work Lisa and thank you again for sorting it out.",5,ASOS,1
Lauren Burdick,2019-12-10T21:09:39Z,Martin was great to work with when…,Martin was great to work with when replacing my missing items!,5,ASOS,1
Davor Kokic,2019-12-10T21:06:57Z,Conversation wih Hamad was fully helpful,Conversation wih Hamad was fully helpful,5,ASOS,1
Jason Saidel,2019-12-10T20:39:05Z,Very helpful and answered all the…,Very helpful and answered all the problems I needed assistance with,5,ASOS,1
maya shimshi,2019-12-10T20:29:39Z,review of the chat,mahad was very help ful i give him five stars also erim helped before thank you both,5,ASOS,1
Katie Spriggs,2019-12-10T20:13:29Z,Clear and helpful live chat customer…,Clear and helpful live chat customer service experience - thanks Azeem,5,ASOS,1
Mike,2019-12-10T20:01:14Z,Helpful friendly staff,"Helpful friendly staff, Shannan resolved my problem of missing item very quickly",5,ASOS,1
Stephen Mildwater,2019-12-12T10:15:01Z,Fantastic customer service!,Fantastic customer service!,5,ASOS,1
Stacie,2019-12-12T09:56:26Z,"Great customer service, as ever!",Adil was very helpful. I couldn't find a way to use my NUS/TOTUM account to get 10% off like I usually do. He was quick to respond and sent me a direct link to use and was very pleasant to chat to! I use ASOS very regularly and have always experienced great customer service.,5,ASOS,1
Kalina Lisek,2019-12-12T09:50:12Z,Excellent customer service and great…,Excellent customer service and great value for money,5,ASOS,1
Shayla Womack,2019-12-12T09:17:04Z,I was helped by two excellent customer…,I was helped by two excellent customer service reps who handled everything fast and efficiently!,5,ASOS,1
Maria,2019-12-12T07:59:41Z,Nimat,I chatted with Nimat today in live chat. It was a helpful conversation and he advised me on what to do with my parcel to locate it and I have just received it.,5,ASOS,1
Fahim R,2019-12-02T14:29:46Z,service,Amy was fantastic with re ordering my order,5,ASOS,1
Theresa,2019-12-02T14:03:37Z,great service,thanks for your help,5,ASOS,1
World Traveler,2019-12-12T07:53:39Z,ASOS live chat is amazing!,Chatted to some people using the live chat and the first time was getting my student discount code and the 2nd asking why it wasn't working. Although simple questions both people were super helpful and were able to give me answers to my questions within minutes. Means I could get back to shopping their awesome deals even faster!,5,ASOS,1
So Ko,2019-12-12T07:05:03Z,Was great advice,Was great advice,5,ASOS,1
Rhiannon McWilliam,2019-12-12T06:43:05Z,Joanna was very helpful and prompt with…,Joanna was very helpful and prompt with her response,5,ASOS,1
